group_id,image_path,label,angle,original_file,split
710,/kaggle/working/real_text_10k_dataset/doc_g710_rot0.jpg,0,0,88194910.tif,train
710,/kaggle/working/real_text_10k_dataset/doc_g710_rot90.jpg,1,90,88194910.tif,train
710,/kaggle/working/real_text_10k_dataset/doc_g710_rot180.jpg,2,180,88194910.tif,train
710,/kaggle/working/real_text_10k_dataset/doc_g710_rot270.jpg,3,270,88194910.tif,train
711,/kaggle/working/real_text_10k_dataset/doc_g711_rot0.jpg,0,0,2501428386.tif,train
711,/kaggle/working/real_text_10k_dataset/doc_g711_rot90.jpg,1,90,2501428386.tif,train
711,/kaggle/working/real_text_10k_dataset/doc_g711_rot180.jpg,2,180,2501428386.tif,train
711,/kaggle/working/real_text_10k_dataset/doc_g711_rot270.jpg,3,270,2501428386.tif,train
712,/kaggle/working/real_text_10k_dataset/doc_g712_rot0.jpg,0,0,2021581802_2021581803.tif,train
712,/kaggle/working/real_text_10k_dataset/doc_g712_rot90.jpg,1,90,2021581802_2021581803.tif,train
712,/kaggle/working/real_text_10k_dataset/doc_g712_rot180.jpg,2,180,2021581802_2021581803.tif,train
712,/kaggle/working/real_text_10k_dataset/doc_g712_rot270.jpg,3,270,2021581802_2021581803.tif,train
713,/kaggle/working/real_text_10k_dataset/doc_g713_rot0.jpg,0,0,506537667.tif,train
713,/kaggle/working/real_text_10k_dataset/doc_g713_rot90.jpg,1,90,506537667.tif,train
713,/kaggle/working/real_text_10k_dataset/doc_g713_rot180.jpg,2,180,506537667.tif,train
713,/kaggle/working/real_text_10k_dataset/doc_g713_rot270.jpg,3,270,506537667.tif,train
714,/kaggle/working/real_text_10k_dataset/doc_g714_rot0.jpg,0,0,526457032+-7033.tif,train
714,/kaggle/working/real_text_10k_dataset/doc_g714_rot90.jpg,1,90,526457032+-7033.tif,train
714,/kaggle/working/real_text_10k_dataset/doc_g714_rot180.jpg,2,180,526457032+-7033.tif,train
714,/kaggle/working/real_text_10k_dataset/doc_g714_rot270.jpg,3,270,526457032+-7033.tif,train
715,/kaggle/working/real_text_10k_dataset/doc_g715_rot0.jpg,0,0,X51008099048.jpg,train
715,/kaggle/working/real_text_10k_dataset/doc_g715_rot90.jpg,1,90,X51008099048.jpg,train
715,/kaggle/working/real_text_10k_dataset/doc_g715_rot180.jpg,2,180,X51008099048.jpg,train
715,/kaggle/working/real_text_10k_dataset/doc_g715_rot270.jpg,3,270,X51008099048.jpg,train
716,/kaggle/working/real_text_10k_dataset/doc_g716_rot0.jpg,0,0,2041234267.tif,train
716,/kaggle/working/real_text_10k_dataset/doc_g716_rot90.jpg,1,90,2041234267.tif,train
716,/kaggle/working/real_text_10k_dataset/doc_g716_rot180.jpg,2,180,2041234267.tif,train
716,/kaggle/working/real_text_10k_dataset/doc_g716_rot270.jpg,3,270,2041234267.tif,train
717,/kaggle/working/real_text_10k_dataset/doc_g717_rot0.jpg,0,0,0060104073.tif,train
717,/kaggle/working/real_text_10k_dataset/doc_g717_rot90.jpg,1,90,0060104073.tif,train
717,/kaggle/working/real_text_10k_dataset/doc_g717_rot180.jpg,2,180,0060104073.tif,train
717,/kaggle/working/real_text_10k_dataset/doc_g717_rot270.jpg,3,270,0060104073.tif,train
718,/kaggle/working/real_text_10k_dataset/doc_g718_rot0.jpg,0,0,2063424079.tif,train
718,/kaggle/working/real_text_10k_dataset/doc_g718_rot90.jpg,1,90,2063424079.tif,train
718,/kaggle/working/real_text_10k_dataset/doc_g718_rot180.jpg,2,180,2063424079.tif,train
718,/kaggle/working/real_text_10k_dataset/doc_g718_rot270.jpg,3,270,2063424079.tif,train
719,/kaggle/working/real_text_10k_dataset/doc_g719_rot0.jpg,0,0,91544158_4159.tif,train
719,/kaggle/working/real_text_10k_dataset/doc_g719_rot90.jpg,1,90,91544158_4159.tif,train
719,/kaggle/working/real_text_10k_dataset/doc_g719_rot180.jpg,2,180,91544158_4159.tif,train
719,/kaggle/working/real_text_10k_dataset/doc_g719_rot270.jpg,3,270,91544158_4159.tif,train
720,/kaggle/working/real_text_10k_dataset/doc_g720_rot0.jpg,0,0,2028843711.tif,train
720,/kaggle/working/real_text_10k_dataset/doc_g720_rot90.jpg,1,90,2028843711.tif,train
720,/kaggle/working/real_text_10k_dataset/doc_g720_rot180.jpg,2,180,2028843711.tif,train
720,/kaggle/working/real_text_10k_dataset/doc_g720_rot270.jpg,3,270,2028843711.tif,train
721,/kaggle/working/real_text_10k_dataset/doc_g721_rot0.jpg,0,0,2073181535.tif,train
721,/kaggle/working/real_text_10k_dataset/doc_g721_rot90.jpg,1,90,2073181535.tif,train
721,/kaggle/working/real_text_10k_dataset/doc_g721_rot180.jpg,2,180,2073181535.tif,train
721,/kaggle/working/real_text_10k_dataset/doc_g721_rot270.jpg,3,270,2073181535.tif,train
722,/kaggle/working/real_text_10k_dataset/doc_g722_rot0.jpg,0,0,60043591_60043623.tif,train
722,/kaggle/working/real_text_10k_dataset/doc_g722_rot90.jpg,1,90,60043591_60043623.tif,train
722,/kaggle/working/real_text_10k_dataset/doc_g722_rot180.jpg,2,180,60043591_60043623.tif,train
722,/kaggle/working/real_text_10k_dataset/doc_g722_rot270.jpg,3,270,60043591_60043623.tif,train
723,/kaggle/working/real_text_10k_dataset/doc_g723_rot0.jpg,0,0,522771969+-1970.tif,train
723,/kaggle/working/real_text_10k_dataset/doc_g723_rot90.jpg,1,90,522771969+-1970.tif,train
723,/kaggle/working/real_text_10k_dataset/doc_g723_rot180.jpg,2,180,522771969+-1970.tif,train
723,/kaggle/working/real_text_10k_dataset/doc_g723_rot270.jpg,3,270,522771969+-1970.tif,train
724,/kaggle/working/real_text_10k_dataset/doc_g724_rot0.jpg,0,0,receipt_00077.png,train
724,/kaggle/working/real_text_10k_dataset/doc_g724_rot90.jpg,1,90,receipt_00077.png,train
724,/kaggle/working/real_text_10k_dataset/doc_g724_rot180.jpg,2,180,receipt_00077.png,train
724,/kaggle/working/real_text_10k_dataset/doc_g724_rot270.jpg,3,270,receipt_00077.png,train
725,/kaggle/working/real_text_10k_dataset/doc_g725_rot0.jpg,0,0,tob04606.69_tob04606.77.tif,train
725,/kaggle/working/real_text_10k_dataset/doc_g725_rot90.jpg,1,90,tob04606.69_tob04606.77.tif,train
725,/kaggle/working/real_text_10k_dataset/doc_g725_rot180.jpg,2,180,tob04606.69_tob04606.77.tif,train
725,/kaggle/working/real_text_10k_dataset/doc_g725_rot270.jpg,3,270,tob04606.69_tob04606.77.tif,train
726,/kaggle/working/real_text_10k_dataset/doc_g726_rot0.jpg,0,0,2028740108.tif,train
726,/kaggle/working/real_text_10k_dataset/doc_g726_rot90.jpg,1,90,2028740108.tif,train
726,/kaggle/working/real_text_10k_dataset/doc_g726_rot180.jpg,2,180,2028740108.tif,train
726,/kaggle/working/real_text_10k_dataset/doc_g726_rot270.jpg,3,270,2028740108.tif,train
727,/kaggle/working/real_text_10k_dataset/doc_g727_rot0.jpg,0,0,515997032_515997033.tif,train
727,/kaggle/working/real_text_10k_dataset/doc_g727_rot90.jpg,1,90,515997032_515997033.tif,train
727,/kaggle/working/real_text_10k_dataset/doc_g727_rot180.jpg,2,180,515997032_515997033.tif,train
727,/kaggle/working/real_text_10k_dataset/doc_g727_rot270.jpg,3,270,515997032_515997033.tif,train
728,/kaggle/working/real_text_10k_dataset/doc_g728_rot0.jpg,0,0,2053385308.tif,train
728,/kaggle/working/real_text_10k_dataset/doc_g728_rot90.jpg,1,90,2053385308.tif,train
728,/kaggle/working/real_text_10k_dataset/doc_g728_rot180.jpg,2,180,2053385308.tif,train
728,/kaggle/working/real_text_10k_dataset/doc_g728_rot270.jpg,3,270,2053385308.tif,train
729,/kaggle/working/real_text_10k_dataset/doc_g729_rot0.jpg,0,0,502219500.tif,train
729,/kaggle/working/real_text_10k_dataset/doc_g729_rot90.jpg,1,90,502219500.tif,train
729,/kaggle/working/real_text_10k_dataset/doc_g729_rot180.jpg,2,180,502219500.tif,train
729,/kaggle/working/real_text_10k_dataset/doc_g729_rot270.jpg,3,270,502219500.tif,train
730,/kaggle/working/real_text_10k_dataset/doc_g730_rot0.jpg,0,0,2501659092.tif,test
730,/kaggle/working/real_text_10k_dataset/doc_g730_rot90.jpg,1,90,2501659092.tif,test
730,/kaggle/working/real_text_10k_dataset/doc_g730_rot180.jpg,2,180,2501659092.tif,test
730,/kaggle/working/real_text_10k_dataset/doc_g730_rot270.jpg,3,270,2501659092.tif,test
731,/kaggle/working/real_text_10k_dataset/doc_g731_rot0.jpg,0,0,80412781_80412792.tif,train
731,/kaggle/working/real_text_10k_dataset/doc_g731_rot90.jpg,1,90,80412781_80412792.tif,train
731,/kaggle/working/real_text_10k_dataset/doc_g731_rot180.jpg,2,180,80412781_80412792.tif,train
731,/kaggle/working/real_text_10k_dataset/doc_g731_rot270.jpg,3,270,80412781_80412792.tif,train
732,/kaggle/working/real_text_10k_dataset/doc_g732_rot0.jpg,0,0,2020169288_2020169304.tif,train
732,/kaggle/working/real_text_10k_dataset/doc_g732_rot90.jpg,1,90,2020169288_2020169304.tif,train
732,/kaggle/working/real_text_10k_dataset/doc_g732_rot180.jpg,2,180,2020169288_2020169304.tif,train
732,/kaggle/working/real_text_10k_dataset/doc_g732_rot270.jpg,3,270,2020169288_2020169304.tif,train
733,/kaggle/working/real_text_10k_dataset/doc_g733_rot0.jpg,0,0,2504047919.tif,train
733,/kaggle/working/real_text_10k_dataset/doc_g733_rot90.jpg,1,90,2504047919.tif,train
733,/kaggle/working/real_text_10k_dataset/doc_g733_rot180.jpg,2,180,2504047919.tif,train
733,/kaggle/working/real_text_10k_dataset/doc_g733_rot270.jpg,3,270,2504047919.tif,train
734,/kaggle/working/real_text_10k_dataset/doc_g734_rot0.jpg,0,0,0000950840.tif,train
734,/kaggle/working/real_text_10k_dataset/doc_g734_rot90.jpg,1,90,0000950840.tif,train
734,/kaggle/working/real_text_10k_dataset/doc_g734_rot180.jpg,2,180,0000950840.tif,train
734,/kaggle/working/real_text_10k_dataset/doc_g734_rot270.jpg,3,270,0000950840.tif,train
735,/kaggle/working/real_text_10k_dataset/doc_g735_rot0.jpg,0,0,0060353821.tif,train
735,/kaggle/working/real_text_10k_dataset/doc_g735_rot90.jpg,1,90,0060353821.tif,train
735,/kaggle/working/real_text_10k_dataset/doc_g735_rot180.jpg,2,180,0060353821.tif,train
735,/kaggle/working/real_text_10k_dataset/doc_g735_rot270.jpg,3,270,0060353821.tif,train
736,/kaggle/working/real_text_10k_dataset/doc_g736_rot0.jpg,0,0,50581259-1261.tif,train
736,/kaggle/working/real_text_10k_dataset/doc_g736_rot90.jpg,1,90,50581259-1261.tif,train
736,/kaggle/working/real_text_10k_dataset/doc_g736_rot180.jpg,2,180,50581259-1261.tif,train
736,/kaggle/working/real_text_10k_dataset/doc_g736_rot270.jpg,3,270,50581259-1261.tif,train
737,/kaggle/working/real_text_10k_dataset/doc_g737_rot0.jpg,0,0,507333547+-3549.tif,val
737,/kaggle/working/real_text_10k_dataset/doc_g737_rot90.jpg,1,90,507333547+-3549.tif,val
737,/kaggle/working/real_text_10k_dataset/doc_g737_rot180.jpg,2,180,507333547+-3549.tif,val
737,/kaggle/working/real_text_10k_dataset/doc_g737_rot270.jpg,3,270,507333547+-3549.tif,val
738,/kaggle/working/real_text_10k_dataset/doc_g738_rot0.jpg,0,0,99367087.tif,train
738,/kaggle/working/real_text_10k_dataset/doc_g738_rot90.jpg,1,90,99367087.tif,train
738,/kaggle/working/real_text_10k_dataset/doc_g738_rot180.jpg,2,180,99367087.tif,train
738,/kaggle/working/real_text_10k_dataset/doc_g738_rot270.jpg,3,270,99367087.tif,train
739,/kaggle/working/real_text_10k_dataset/doc_g739_rot0.jpg,0,0,2070134483.tif,train
739,/kaggle/working/real_text_10k_dataset/doc_g739_rot90.jpg,1,90,2070134483.tif,train
739,/kaggle/working/real_text_10k_dataset/doc_g739_rot180.jpg,2,180,2070134483.tif,train
739,/kaggle/working/real_text_10k_dataset/doc_g739_rot270.jpg,3,270,2070134483.tif,train
740,/kaggle/working/real_text_10k_dataset/doc_g740_rot0.jpg,0,0,500400721+-0721.tif,train
740,/kaggle/working/real_text_10k_dataset/doc_g740_rot90.jpg,1,90,500400721+-0721.tif,train
740,/kaggle/working/real_text_10k_dataset/doc_g740_rot180.jpg,2,180,500400721+-0721.tif,train
740,/kaggle/working/real_text_10k_dataset/doc_g740_rot270.jpg,3,270,500400721+-0721.tif,train
741,/kaggle/working/real_text_10k_dataset/doc_g741_rot0.jpg,0,0,50637973-7974.tif,train
741,/kaggle/working/real_text_10k_dataset/doc_g741_rot90.jpg,1,90,50637973-7974.tif,train
741,/kaggle/working/real_text_10k_dataset/doc_g741_rot180.jpg,2,180,50637973-7974.tif,train
741,/kaggle/working/real_text_10k_dataset/doc_g741_rot270.jpg,3,270,50637973-7974.tif,train
742,/kaggle/working/real_text_10k_dataset/doc_g742_rot0.jpg,0,0,40001212-1213.tif,train
742,/kaggle/working/real_text_10k_dataset/doc_g742_rot90.jpg,1,90,40001212-1213.tif,train
742,/kaggle/working/real_text_10k_dataset/doc_g742_rot180.jpg,2,180,40001212-1213.tif,train
742,/kaggle/working/real_text_10k_dataset/doc_g742_rot270.jpg,3,270,40001212-1213.tif,train
743,/kaggle/working/real_text_10k_dataset/doc_g743_rot0.jpg,0,0,508101554+-1554.tif,test
743,/kaggle/working/real_text_10k_dataset/doc_g743_rot90.jpg,1,90,508101554+-1554.tif,test
743,/kaggle/working/real_text_10k_dataset/doc_g743_rot180.jpg,2,180,508101554+-1554.tif,test
743,/kaggle/working/real_text_10k_dataset/doc_g743_rot270.jpg,3,270,508101554+-1554.tif,test
744,/kaggle/working/real_text_10k_dataset/doc_g744_rot0.jpg,0,0,506136396.tif,train
744,/kaggle/working/real_text_10k_dataset/doc_g744_rot90.jpg,1,90,506136396.tif,train
744,/kaggle/working/real_text_10k_dataset/doc_g744_rot180.jpg,2,180,506136396.tif,train
744,/kaggle/working/real_text_10k_dataset/doc_g744_rot270.jpg,3,270,506136396.tif,train
745,/kaggle/working/real_text_10k_dataset/doc_g745_rot0.jpg,0,0,2082892627.tif,train
745,/kaggle/working/real_text_10k_dataset/doc_g745_rot90.jpg,1,90,2082892627.tif,train
745,/kaggle/working/real_text_10k_dataset/doc_g745_rot180.jpg,2,180,2082892627.tif,train
745,/kaggle/working/real_text_10k_dataset/doc_g745_rot270.jpg,3,270,2082892627.tif,train
746,/kaggle/working/real_text_10k_dataset/doc_g746_rot0.jpg,0,0,511639722+-9723.tif,train
746,/kaggle/working/real_text_10k_dataset/doc_g746_rot90.jpg,1,90,511639722+-9723.tif,train
746,/kaggle/working/real_text_10k_dataset/doc_g746_rot180.jpg,2,180,511639722+-9723.tif,train
746,/kaggle/working/real_text_10k_dataset/doc_g746_rot270.jpg,3,270,511639722+-9723.tif,train
747,/kaggle/working/real_text_10k_dataset/doc_g747_rot0.jpg,0,0,2057413805_2057413806.tif,train
747,/kaggle/working/real_text_10k_dataset/doc_g747_rot90.jpg,1,90,2057413805_2057413806.tif,train
747,/kaggle/working/real_text_10k_dataset/doc_g747_rot180.jpg,2,180,2057413805_2057413806.tif,train
747,/kaggle/working/real_text_10k_dataset/doc_g747_rot270.jpg,3,270,2057413805_2057413806.tif,train
748,/kaggle/working/real_text_10k_dataset/doc_g748_rot0.jpg,0,0,506291298+-1301.tif,train
748,/kaggle/working/real_text_10k_dataset/doc_g748_rot90.jpg,1,90,506291298+-1301.tif,train
748,/kaggle/working/real_text_10k_dataset/doc_g748_rot180.jpg,2,180,506291298+-1301.tif,train
748,/kaggle/working/real_text_10k_dataset/doc_g748_rot270.jpg,3,270,506291298+-1301.tif,train
749,/kaggle/working/real_text_10k_dataset/doc_g749_rot0.jpg,0,0,50114481-4482.tif,train
749,/kaggle/working/real_text_10k_dataset/doc_g749_rot90.jpg,1,90,50114481-4482.tif,train
749,/kaggle/working/real_text_10k_dataset/doc_g749_rot180.jpg,2,180,50114481-4482.tif,train
749,/kaggle/working/real_text_10k_dataset/doc_g749_rot270.jpg,3,270,50114481-4482.tif,train
750,/kaggle/working/real_text_10k_dataset/doc_g750_rot0.jpg,0,0,505798032.tif,train
750,/kaggle/working/real_text_10k_dataset/doc_g750_rot90.jpg,1,90,505798032.tif,train
750,/kaggle/working/real_text_10k_dataset/doc_g750_rot180.jpg,2,180,505798032.tif,train
750,/kaggle/working/real_text_10k_dataset/doc_g750_rot270.jpg,3,270,505798032.tif,train
751,/kaggle/working/real_text_10k_dataset/doc_g751_rot0.jpg,0,0,50184065-4069.tif,train
751,/kaggle/working/real_text_10k_dataset/doc_g751_rot90.jpg,1,90,50184065-4069.tif,train
751,/kaggle/working/real_text_10k_dataset/doc_g751_rot180.jpg,2,180,50184065-4069.tif,train
751,/kaggle/working/real_text_10k_dataset/doc_g751_rot270.jpg,3,270,50184065-4069.tif,train
752,/kaggle/working/real_text_10k_dataset/doc_g752_rot0.jpg,0,0,2078733456.tif,train
752,/kaggle/working/real_text_10k_dataset/doc_g752_rot90.jpg,1,90,2078733456.tif,train
752,/kaggle/working/real_text_10k_dataset/doc_g752_rot180.jpg,2,180,2078733456.tif,train
752,/kaggle/working/real_text_10k_dataset/doc_g752_rot270.jpg,3,270,2078733456.tif,train
753,/kaggle/working/real_text_10k_dataset/doc_g753_rot0.jpg,0,0,2504027415.tif,train
753,/kaggle/working/real_text_10k_dataset/doc_g753_rot90.jpg,1,90,2504027415.tif,train
753,/kaggle/working/real_text_10k_dataset/doc_g753_rot180.jpg,2,180,2504027415.tif,train
753,/kaggle/working/real_text_10k_dataset/doc_g753_rot270.jpg,3,270,2504027415.tif,train
754,/kaggle/working/real_text_10k_dataset/doc_g754_rot0.jpg,0,0,2061002656.tif,train
754,/kaggle/working/real_text_10k_dataset/doc_g754_rot90.jpg,1,90,2061002656.tif,train
754,/kaggle/working/real_text_10k_dataset/doc_g754_rot180.jpg,2,180,2061002656.tif,train
754,/kaggle/working/real_text_10k_dataset/doc_g754_rot270.jpg,3,270,2061002656.tif,train
755,/kaggle/working/real_text_10k_dataset/doc_g755_rot0.jpg,0,0,2049365038.tif,train
755,/kaggle/working/real_text_10k_dataset/doc_g755_rot90.jpg,1,90,2049365038.tif,train
755,/kaggle/working/real_text_10k_dataset/doc_g755_rot180.jpg,2,180,2049365038.tif,train
755,/kaggle/working/real_text_10k_dataset/doc_g755_rot270.jpg,3,270,2049365038.tif,train
756,/kaggle/working/real_text_10k_dataset/doc_g756_rot0.jpg,0,0,102.jpg,train
756,/kaggle/working/real_text_10k_dataset/doc_g756_rot90.jpg,1,90,102.jpg,train
756,/kaggle/working/real_text_10k_dataset/doc_g756_rot180.jpg,2,180,102.jpg,train
756,/kaggle/working/real_text_10k_dataset/doc_g756_rot270.jpg,3,270,102.jpg,train
757,/kaggle/working/real_text_10k_dataset/doc_g757_rot0.jpg,0,0,2063116860.tif,train
757,/kaggle/working/real_text_10k_dataset/doc_g757_rot90.jpg,1,90,2063116860.tif,train
757,/kaggle/working/real_text_10k_dataset/doc_g757_rot180.jpg,2,180,2063116860.tif,train
757,/kaggle/working/real_text_10k_dataset/doc_g757_rot270.jpg,3,270,2063116860.tif,train
758,/kaggle/working/real_text_10k_dataset/doc_g758_rot0.jpg,0,0,506495987+-5992.tif,train
758,/kaggle/working/real_text_10k_dataset/doc_g758_rot90.jpg,1,90,506495987+-5992.tif,train
758,/kaggle/working/real_text_10k_dataset/doc_g758_rot180.jpg,2,180,506495987+-5992.tif,train
758,/kaggle/working/real_text_10k_dataset/doc_g758_rot270.jpg,3,270,506495987+-5992.tif,train
759,/kaggle/working/real_text_10k_dataset/doc_g759_rot0.jpg,0,0,tob07418.63.tif,train
759,/kaggle/working/real_text_10k_dataset/doc_g759_rot90.jpg,1,90,tob07418.63.tif,train
759,/kaggle/working/real_text_10k_dataset/doc_g759_rot180.jpg,2,180,tob07418.63.tif,train
759,/kaggle/working/real_text_10k_dataset/doc_g759_rot270.jpg,3,270,tob07418.63.tif,train
760,/kaggle/working/real_text_10k_dataset/doc_g760_rot0.jpg,0,0,1000031233.tif,val
760,/kaggle/working/real_text_10k_dataset/doc_g760_rot90.jpg,1,90,1000031233.tif,val
760,/kaggle/working/real_text_10k_dataset/doc_g760_rot180.jpg,2,180,1000031233.tif,val
760,/kaggle/working/real_text_10k_dataset/doc_g760_rot270.jpg,3,270,1000031233.tif,val
761,/kaggle/working/real_text_10k_dataset/doc_g761_rot0.jpg,0,0,2060538927.tif,train
761,/kaggle/working/real_text_10k_dataset/doc_g761_rot90.jpg,1,90,2060538927.tif,train
761,/kaggle/working/real_text_10k_dataset/doc_g761_rot180.jpg,2,180,2060538927.tif,train
761,/kaggle/working/real_text_10k_dataset/doc_g761_rot270.jpg,3,270,2060538927.tif,train
762,/kaggle/working/real_text_10k_dataset/doc_g762_rot0.jpg,0,0,501732214+-2217.tif,train
762,/kaggle/working/real_text_10k_dataset/doc_g762_rot90.jpg,1,90,501732214+-2217.tif,train
762,/kaggle/working/real_text_10k_dataset/doc_g762_rot180.jpg,2,180,501732214+-2217.tif,train
762,/kaggle/working/real_text_10k_dataset/doc_g762_rot270.jpg,3,270,501732214+-2217.tif,train
763,/kaggle/working/real_text_10k_dataset/doc_g763_rot0.jpg,0,0,522704822+-4824.tif,train
763,/kaggle/working/real_text_10k_dataset/doc_g763_rot90.jpg,1,90,522704822+-4824.tif,train
763,/kaggle/working/real_text_10k_dataset/doc_g763_rot180.jpg,2,180,522704822+-4824.tif,train
763,/kaggle/working/real_text_10k_dataset/doc_g763_rot270.jpg,3,270,522704822+-4824.tif,train
764,/kaggle/working/real_text_10k_dataset/doc_g764_rot0.jpg,0,0,84460260_84460265.tif,train
764,/kaggle/working/real_text_10k_dataset/doc_g764_rot90.jpg,1,90,84460260_84460265.tif,train
764,/kaggle/working/real_text_10k_dataset/doc_g764_rot180.jpg,2,180,84460260_84460265.tif,train
764,/kaggle/working/real_text_10k_dataset/doc_g764_rot270.jpg,3,270,84460260_84460265.tif,train
765,/kaggle/working/real_text_10k_dataset/doc_g765_rot0.jpg,0,0,2501645526.tif,test
765,/kaggle/working/real_text_10k_dataset/doc_g765_rot90.jpg,1,90,2501645526.tif,test
765,/kaggle/working/real_text_10k_dataset/doc_g765_rot180.jpg,2,180,2501645526.tif,test
765,/kaggle/working/real_text_10k_dataset/doc_g765_rot270.jpg,3,270,2501645526.tif,test
766,/kaggle/working/real_text_10k_dataset/doc_g766_rot0.jpg,0,0,01753745.tif,test
766,/kaggle/working/real_text_10k_dataset/doc_g766_rot90.jpg,1,90,01753745.tif,test
766,/kaggle/working/real_text_10k_dataset/doc_g766_rot180.jpg,2,180,01753745.tif,test
766,/kaggle/working/real_text_10k_dataset/doc_g766_rot270.jpg,3,270,01753745.tif,test
767,/kaggle/working/real_text_10k_dataset/doc_g767_rot0.jpg,0,0,504471684_504471685.tif,train
767,/kaggle/working/real_text_10k_dataset/doc_g767_rot90.jpg,1,90,504471684_504471685.tif,train
767,/kaggle/working/real_text_10k_dataset/doc_g767_rot180.jpg,2,180,504471684_504471685.tif,train
767,/kaggle/working/real_text_10k_dataset/doc_g767_rot270.jpg,3,270,504471684_504471685.tif,train
768,/kaggle/working/real_text_10k_dataset/doc_g768_rot0.jpg,0,0,2081493039b.tif,test
768,/kaggle/working/real_text_10k_dataset/doc_g768_rot90.jpg,1,90,2081493039b.tif,test
768,/kaggle/working/real_text_10k_dataset/doc_g768_rot180.jpg,2,180,2081493039b.tif,test
768,/kaggle/working/real_text_10k_dataset/doc_g768_rot270.jpg,3,270,2081493039b.tif,test
769,/kaggle/working/real_text_10k_dataset/doc_g769_rot0.jpg,0,0,receipt_00751.png,train
769,/kaggle/working/real_text_10k_dataset/doc_g769_rot90.jpg,1,90,receipt_00751.png,train
769,/kaggle/working/real_text_10k_dataset/doc_g769_rot180.jpg,2,180,receipt_00751.png,train
769,/kaggle/working/real_text_10k_dataset/doc_g769_rot270.jpg,3,270,receipt_00751.png,train
770,/kaggle/working/real_text_10k_dataset/doc_g770_rot0.jpg,0,0,2049435370.tif,train
770,/kaggle/working/real_text_10k_dataset/doc_g770_rot90.jpg,1,90,2049435370.tif,train
770,/kaggle/working/real_text_10k_dataset/doc_g770_rot180.jpg,2,180,2049435370.tif,train
770,/kaggle/working/real_text_10k_dataset/doc_g770_rot270.jpg,3,270,2049435370.tif,train
771,/kaggle/working/real_text_10k_dataset/doc_g771_rot0.jpg,0,0,0000087992.tif,train
771,/kaggle/working/real_text_10k_dataset/doc_g771_rot90.jpg,1,90,0000087992.tif,train
771,/kaggle/working/real_text_10k_dataset/doc_g771_rot180.jpg,2,180,0000087992.tif,train
771,/kaggle/working/real_text_10k_dataset/doc_g771_rot270.jpg,3,270,0000087992.tif,train
772,/kaggle/working/real_text_10k_dataset/doc_g772_rot0.jpg,0,0,2057676038.tif,train
772,/kaggle/working/real_text_10k_dataset/doc_g772_rot90.jpg,1,90,2057676038.tif,train
772,/kaggle/working/real_text_10k_dataset/doc_g772_rot180.jpg,2,180,2057676038.tif,train
772,/kaggle/working/real_text_10k_dataset/doc_g772_rot270.jpg,3,270,2057676038.tif,train
773,/kaggle/working/real_text_10k_dataset/doc_g773_rot0.jpg,0,0,524160417+-0418.tif,test
773,/kaggle/working/real_text_10k_dataset/doc_g773_rot90.jpg,1,90,524160417+-0418.tif,test
773,/kaggle/working/real_text_10k_dataset/doc_g773_rot180.jpg,2,180,524160417+-0418.tif,test
773,/kaggle/working/real_text_10k_dataset/doc_g773_rot270.jpg,3,270,524160417+-0418.tif,test
774,/kaggle/working/real_text_10k_dataset/doc_g774_rot0.jpg,0,0,2024493713-a.tif,train
774,/kaggle/working/real_text_10k_dataset/doc_g774_rot90.jpg,1,90,2024493713-a.tif,train
774,/kaggle/working/real_text_10k_dataset/doc_g774_rot180.jpg,2,180,2024493713-a.tif,train
774,/kaggle/working/real_text_10k_dataset/doc_g774_rot270.jpg,3,270,2024493713-a.tif,train
775,/kaggle/working/real_text_10k_dataset/doc_g775_rot0.jpg,0,0,2078380518_0519.tif,train
775,/kaggle/working/real_text_10k_dataset/doc_g775_rot90.jpg,1,90,2078380518_0519.tif,train
775,/kaggle/working/real_text_10k_dataset/doc_g775_rot180.jpg,2,180,2078380518_0519.tif,train
775,/kaggle/working/real_text_10k_dataset/doc_g775_rot270.jpg,3,270,2078380518_0519.tif,train
776,/kaggle/working/real_text_10k_dataset/doc_g776_rot0.jpg,0,0,2085124116.tif,train
776,/kaggle/working/real_text_10k_dataset/doc_g776_rot90.jpg,1,90,2085124116.tif,train
776,/kaggle/working/real_text_10k_dataset/doc_g776_rot180.jpg,2,180,2085124116.tif,train
776,/kaggle/working/real_text_10k_dataset/doc_g776_rot270.jpg,3,270,2085124116.tif,train
777,/kaggle/working/real_text_10k_dataset/doc_g777_rot0.jpg,0,0,2053434952.tif,train
777,/kaggle/working/real_text_10k_dataset/doc_g777_rot90.jpg,1,90,2053434952.tif,train
777,/kaggle/working/real_text_10k_dataset/doc_g777_rot180.jpg,2,180,2053434952.tif,train
777,/kaggle/working/real_text_10k_dataset/doc_g777_rot270.jpg,3,270,2053434952.tif,train
778,/kaggle/working/real_text_10k_dataset/doc_g778_rot0.jpg,0,0,2048163101.tif,train
778,/kaggle/working/real_text_10k_dataset/doc_g778_rot90.jpg,1,90,2048163101.tif,train
778,/kaggle/working/real_text_10k_dataset/doc_g778_rot180.jpg,2,180,2048163101.tif,train
778,/kaggle/working/real_text_10k_dataset/doc_g778_rot270.jpg,3,270,2048163101.tif,train
779,/kaggle/working/real_text_10k_dataset/doc_g779_rot0.jpg,0,0,87468177.tif,train
779,/kaggle/working/real_text_10k_dataset/doc_g779_rot90.jpg,1,90,87468177.tif,train
