image_path,sub_category
data_1000/captured/captured_0138.jpg,captured
data_1000/scan/scan_0116.jpg,scan
data_1000/scan/scan_0233.jpg,scan
data_1000/scan/scan_0153.jpg,scan
data_1000/scan/scan_0085.jpg,scan
data_1000/handwritten/handwritten_0067.jpg,handwritten
data_1000/handwritten/handwritten_0020.jpg,handwritten
data_1000/captured/captured_0007.jpg,captured
data_1000/captured/captured_0037.jpg,captured
data_1000/receipt/receipt_0088.jpg,receipt
data_1000/receipt/receipt_0219.jpg,receipt
data_1000/scan/scan_0095.jpg,scan
data_1000/handwritten/handwritten_0202.jpg,handwritten
data_1000/handwritten/handwritten_0074.jpg,handwritten
data_1000/scan/scan_0049.jpg,scan
data_1000/receipt/receipt_0150.jpg,receipt
data_1000/captured/captured_0247.jpg,captured
data_1000/receipt/receipt_0027.jpg,receipt
data_1000/scan/scan_0177.jpg,scan
data_1000/captured/captured_0108.jpg,captured
data_1000/receipt/receipt_0203.jpg,receipt
data_1000/handwritten/handwritten_0242.jpg,handwritten
data_1000/receipt/receipt_0220.jpg,receipt
data_1000/handwritten/handwritten_0236.jpg,handwritten
data_1000/scan/scan_0209.jpg,scan
data_1000/captured/captured_0178.jpg,captured
data_1000/receipt/receipt_0105.jpg,receipt
data_1000/receipt/receipt_0059.jpg,receipt
data_1000/scan/scan_0205.jpg,scan
data_1000/handwritten/handwritten_0221.jpg,handwritten
data_1000/receipt/receipt_0119.jpg,receipt
data_1000/scan/scan_0163.jpg,scan
data_1000/handwritten/handwritten_0158.jpg,handwritten
data_1000/captured/captured_0089.jpg,captured
data_1000/captured/captured_0106.jpg,captured
data_1000/scan/scan_0210.jpg,scan
data_1000/receipt/receipt_0120.jpg,receipt
data_1000/handwritten/handwritten_0210.jpg,handwritten
data_1000/captured/captured_0064.jpg,captured
data_1000/captured/captured_0166.jpg,captured
data_1000/scan/scan_0176.jpg,scan
data_1000/captured/captured_0098.jpg,captured
data_1000/receipt/receipt_0244.jpg,receipt
data_1000/scan/scan_0183.jpg,scan
data_1000/scan/scan_0173.jpg,scan
data_1000/scan/scan_0122.jpg,scan
data_1000/handwritten/handwritten_0223.jpg,handwritten
data_1000/scan/scan_0138.jpg,scan
data_1000/receipt/receipt_0182.jpg,receipt
data_1000/captured/captured_0082.jpg,captured
data_1000/captured/captured_0118.jpg,captured
data_1000/scan/scan_0009.jpg,scan
data_1000/captured/captured_0195.jpg,captured
data_1000/scan/scan_0008.jpg,scan
data_1000/receipt/receipt_0224.jpg,receipt
data_1000/captured/captured_0157.jpg,captured
data_1000/receipt/receipt_0170.jpg,receipt
data_1000/captured/captured_0012.jpg,captured
data_1000/captured/captured_0009.jpg,captured
data_1000/handwritten/handwritten_0135.jpg,handwritten
data_1000/handwritten/handwritten_0052.jpg,handwritten
data_1000/handwritten/handwritten_0087.jpg,handwritten
data_1000/handwritten/handwritten_0025.jpg,handwritten
data_1000/scan/scan_0168.jpg,scan
data_1000/scan/scan_0012.jpg,scan
data_1000/handwritten/handwritten_0173.jpg,handwritten
data_1000/receipt/receipt_0145.jpg,receipt
data_1000/scan/scan_0021.jpg,scan
data_1000/scan/scan_0165.jpg,scan
data_1000/captured/captured_0165.jpg,captured
data_1000/receipt/receipt_0232.jpg,receipt
data_1000/receipt/receipt_0231.jpg,receipt
data_1000/handwritten/handwritten_0137.jpg,handwritten
data_1000/handwritten/handwritten_0098.jpg,handwritten
data_1000/handwritten/handwritten_0076.jpg,handwritten
data_1000/scan/scan_0064.jpg,scan
data_1000/captured/captured_0054.jpg,captured
data_1000/scan/scan_0070.jpg,scan
data_1000/receipt/receipt_0112.jpg,receipt
data_1000/scan/scan_0246.jpg,scan
data_1000/handwritten/handwritten_0073.jpg,handwritten
data_1000/scan/scan_0212.jpg,scan
data_1000/handwritten/handwritten_0188.jpg,handwritten
data_1000/handwritten/handwritten_0066.jpg,handwritten
data_1000/scan/scan_0136.jpg,scan
data_1000/scan/scan_0077.jpg,scan
data_1000/captured/captured_0234.jpg,captured
data_1000/captured/captured_0151.jpg,captured
data_1000/captured/captured_0107.jpg,captured
data_1000/scan/scan_0079.jpg,scan
data_1000/handwritten/handwritten_0142.jpg,handwritten
data_1000/captured/captured_0109.jpg,captured
data_1000/scan/scan_0073.jpg,scan
data_1000/scan/scan_0198.jpg,scan
data_1000/handwritten/handwritten_0115.jpg,handwritten
data_1000/receipt/receipt_0081.jpg,receipt
data_1000/captured/captured_0196.jpg,captured
data_1000/scan/scan_0143.jpg,scan
data_1000/handwritten/handwritten_0163.jpg,handwritten
data_1000/scan/scan_0075.jpg,scan
